,text,verbose label,course label,fine label
3178,Vilket land kommer att slå år 2 först?,LOC:country,4,33
3179,Vilka färger utgör en regnbåge?,ENTY:color,2,8
3180,Vilket krig kämpade Johnny Reb och Billy Yank i?,ENTY:event,2,12
3181,Vem är sektionschef för vägledning och styrsystem på JPL?,HUM:ind,5,30
3182,Vad är Goldfingers förnamn?,HUM:ind,5,30
3183,Vilket torg är Londons geografiska centrum?,LOC:other,4,35
3184,Vilka av följande kända personer målar inte som en hobby?,HUM:ind,5,30
3185,Vilken är den mest befolkade staden i världen?,LOC:city,4,32
3186,Hur många kannor upptar hyllan bredvid den hukande kvinnan i Edgar Degas målning 1886 The Tub?,NUM:count,3,38
3187,Vad kostar de läkemedel som används vid tuberkulosbehandlingar?,NUM:money,3,41
3188,Vad betyder JESSICA?,ABBR:exp,1,1
3189,Vilken berömd slaktning av gangland skar i medlemskapet i Bugs Morans outfit?,ENTY:event,2,12
3190,Ray Charles är mest känd för att spela vilket instrument?,ENTY:instru,2,14
3191,Var tillbringade Victor Hugo sin exil?,LOC:other,4,35
3192,"Vad handlade Nine Tailors, tv-showen från 1974, om?",DESC:desc,0,3
3193,Hur vet den långsträckta mannen att ett mysterium uppstår?,DESC:manner,0,4
3194,Vilken mat av de tre björnarna åt Goldilocks?,ENTY:food,2,13
3195,Vad är Boston Kreme?,DESC:def,0,2
3196,Vem ska jag ringa för att få en rundtur på New York Stock Exchange?,HUM:ind,5,30
3197,Hur många flygskolor finns det i USA?,NUM:count,3,38
3198,Vilken amerikansk general dog den 1 december 1945 när hans jeep kolliderade med en lastbil?,HUM:ind,5,30
3199,Vad är ett prov?,DESC:def,0,2
3200,Vad betyder Ouija?,DESC:def,0,2
3201,Hur många stora nazistledare gick till rättegång efter kriget i Nürnberg?,NUM:count,3,38
3202,Vilken typ av fisk är en kona?,ENTY:animal,2,6
3203,Vilken stat kallade Helen Keller hem?,LOC:state,4,36
3204,"Vad hette regissören för filmen ""Jaws""?",HUM:ind,5,30
3205,Vilka åtgärder kan vidtas för att förhindra diabetes?,DESC:desc,0,3
3206,Vilka var de första orden på ett filmljudspår?,DESC:desc,0,3
3207,Vilket år är etsat på Gold Medal of Excellence från Paris-utställningen avbildad på en burk med Campbells tomatsoppa?,NUM:date,3,39
3208,Vilket lands kungliga hus är Bourbon-Parma?,LOC:country,4,33
3209,Vilken film spelade Jude Law i?,ENTY:cremat,2,9
3210,Vem porträtterade WC Fields i filmen WC Fields and Me?,HUM:ind,5,30
3211,Hur såg ceremonitraditionerna ut under den elisabetiska tiden?,ENTY:other,2,17
3212,Vilket college spelade Dikembe Mutombo basket på?,HUM:gr,5,29
3213,Vad är en rädsla för att gå och lägga sig?,ENTY:dismed,2,11
3214,"Var kom ordspråket ""tumregel"" ifrån?",DESC:desc,0,3
3215,Varför reser ljud snabbare genom vatten än luft?,DESC:reason,0,5
3216,Hur mycket pengar har sultanen i Brunei?,NUM:money,3,41
3217,Vilket land skulle du besöka för att åka skidor i Dolomiterna?,LOC:country,4,33
3218,Vilken månads tredje helg hålls Monterey Jazz Festival?,NUM:date,3,39
3219,"Vad är den ""globala ekonomin""?",DESC:def,0,2
3220,Vem byggde den första framgångsrika akterångbåten?,HUM:ind,5,30
3221,Vad är en caul?,DESC:def,0,2
3222,Vem var Hitlers propagandaminister?,HUM:ind,5,30
3223,Vem var den första läkaren som framgångsrikt transplanterade en lever?,HUM:ind,5,30
3224,Vad betyder teorin om kvantsprång i enklare termer?,DESC:def,0,2
3225,Vad är en benmärgstransplantation?,DESC:def,0,2
3226,Vad är skillnaden mellan en klassisk och en akustisk gitarr?,DESC:desc,0,3
3227,Vilken afrikansk huvudstad är namngiven efter en amerikansk president?,LOC:city,4,32
3228,Vad heter ett språk som talas av Sioux?,ENTY:lang,2,15
3229,Vilken Medelhavsö är hem till den första Club Med?,LOC:other,4,35
3230,Vad saknar ett ordentligt leende?,ENTY:other,2,17
3231,Vad är en rädsla för svartsjuka?,ENTY:dismed,2,11
3232,Var hittar man Venus flytfälla?,LOC:other,4,35
3233,Vilken är den största skulpturen i världen?,ENTY:cremat,2,9
3234,När föddes John D. Rockefeller?,NUM:date,3,39
3235,Vilken byggnad byggd 18 innehåller 327 mil bokhyllor?,LOC:other,4,35
3236,Vad är hembank?,DESC:def,0,2
3237,Vilken William Makepeace Thackeray-roman gjordes till en film av Stanley Kubrick?,ENTY:cremat,2,9
3238,Vem var advokaten för Randy Steven Craft?,HUM:ind,5,30
3239,Hur reproducerar eremitkrabbor?,DESC:manner,0,4
3240,Vem anses vara den största tillverkaren av fioler?,HUM:ind,5,30
3241,Hur stoppar man skräppost?,DESC:manner,0,4
3242,Vilken framtida sovjetisk diktator tränade för att bli präst när han vände sig till marxismen?,HUM:ind,5,30
3243,Hur länge gillar James Bond att hans ägg kokas?,NUM:period,3,45
3244,Vilken amerikansk stads silhuett har Gateway Arch?,LOC:city,4,32
3245,Var ligger Belize?,LOC:other,4,35
3246,Vad är det vanliga namnet på ett japanskt dvärgträd?,ENTY:termeq,2,25
3247,Vad skrev Thomas Paine?,ENTY:cremat,2,9
3248,Vem stämde företaget Dannon yougurt för att ha använt en karaktär som heter Ron Raider för marknadsföring?,HUM:ind,5,30
3249,Vem var den första jockeyen som red två Triple Crown-vinnare?,HUM:ind,5,30
3250,Vilken Lewis Carroll-bok introducerade Humpty Dumpty till världen?,ENTY:cremat,2,9
3251,Vem skrev Brave New World?,HUM:ind,5,30
3252,Vilken stat representerar Charles Robb?,LOC:state,4,36
3253,Vad är vattenkraft?,DESC:def,0,2
3254,Hur många människor är längre än 7 fot?,NUM:count,3,38
3255,Vem skrev Osäkert i någon hastighet?,HUM:ind,5,30
3256,Hur många öar utgör Antigua?,NUM:count,3,38
3257,Hur fungerar en kulram?,DESC:manner,0,4
3258,Vad orsakar rost?,DESC:reason,0,5
3259,Vad kallas rädslan för datorn?,ENTY:dismed,2,11
3260,Vad är en teknik som ofta används för att upptäcka fosterskador?,ENTY:techmeth,2,24
3261,"Vilken amerikansk stat har Stone Mountain, världens största massa av exponerad granit?",LOC:state,4,36
3262,Vilken brittisk befälhavare gav sig över till George Washington i Yorktown 1781?,HUM:ind,5,30
3263,"Vad enligt Kinsey Institute, är den sexuella preferensen hos fyra procent av amerikanska män?",DESC:desc,0,3
3264,"Vem skapade World Wide Web, WWW?",HUM:ind,5,30
3265,Vad kallas proceduren att borra ett hål i din skalle för att uppnå ett högre medvetande?,ENTY:techmeth,2,24
3266,Vad heter presidenten för Garmat USA?,HUM:ind,5,30
3267,"Vad heter TV-programmet, med Karl Madsen i huvudrollen, som hade San Francisco i titeln?",ENTY:cremat,2,9
3268,Vem var ledare för det bysantinska imperiet?,HUM:ind,5,30
3269,Vem var den första presidenten som utsåg en kvinna som chef för ett kabinett?,HUM:ind,5,30
3270,Vad är splatterpunk?,DESC:def,0,2
3271,Vad är xoxoxox ursprung?,DESC:desc,0,3
3272,Vem byggde den första pyramiden?,HUM:gr,5,29
3273,I vilket sydostasiatiskt land ansluter sig Wangfloden till Ping-floden vid Tak?,LOC:country,4,33
3274,"Vilken italiensk stad 155 arbetade Leonardo da Vinci, Michaelangelo och Machiavelli i?",LOC:city,4,32
3275,Vilken färg på tennisbollar används på Wimbledon?,ENTY:color,2,8
3276,Vad heter ett 2-sidigt föremål?,ENTY:termeq,2,25
3277,Namnge ett franskt fascistparti.,HUM:gr,5,29
3278,Namnge den franska historiska perioden under Napoleon IIIs regering.,ENTY:event,2,12
3279,Vilken film har tjänat mest pengar?,ENTY:cremat,2,9
3280,Vad är tid?,DESC:def,0,2
3281,Hur många stater har ett lotteri?,NUM:count,3,38
3282,"Vad är namnet på den största staden i Chile, Sydamerika?",LOC:city,4,32
3283,Vad är du fast i om en haboob sprängs?,ENTY:other,2,17
3284,Hur stor andel barn i åldrarna mellan två och elva ser på 'The Simpsons'?,NUM:perc,3,44
3285,Hur många städer finns det i Utah?,NUM:count,3,38
3286,Vilket berömt köttföretag gick i konkurs eftersom det blev känt att underjorden hade sålt dem kängurukött?,HUM:gr,5,29
3287,Hur många besökare åker till Vatikanen varje år?,NUM:count,3,38
3288,Vad är befolkningen i Mexiko?,NUM:other,3,43
3289,Hur får du studslera ur tyg?,DESC:manner,0,4
3290,Vilken är den bästa webbplatsen för onlinespel?,LOC:other,4,35
3291,"Varför är ordet ""förkortning"" så långt?",DESC:reason,0,5
3292,Vilket århundrade började konstens romantiska period?,NUM:date,3,39
3293,Hur många mellanslag följer en period i slutet av en mening?,NUM:count,3,38
3294,Vad är en tvålkaka?,DESC:def,0,2
3295,Vilket år uppfördes Berlinmuren?,NUM:date,3,39
3296,Vad är vikten av en tesked materia i ett svart hål?,NUM:weight,3,49
3297,Vad är den ungefärliga vikten för en tesked materia i ett svart hål?,NUM:weight,3,49
3298,Vad står MSG för?,ABBR:exp,1,1
3299,På vilken aveny ligger det ursprungliga varuhuset Saks?,LOC:other,4,35
3300,Var äger låten Anything Goes rum?,LOC:other,4,35
3301,Var låg den första djurparken i USA?,LOC:other,4,35
3302,Hur långt är det från Yaroslavl till Moskva?,NUM:dist,3,40
3303,Vilken är aprils ädelsten?,ENTY:other,2,17
3304,Vad heter den nuvarande påven?,HUM:ind,5,30
3305,Vem är nebbishen som är Marvels officiella maskot?,HUM:ind,5,30
3306,Vilken pulveriserad läskblandning åkte ut i rymden?,ENTY:food,2,13
3307,Vad presenterade den kinesiska kejsaren till den engelska soldaten Gordon som ett erkännande för sina tjänster för att dämpa uppror?,ENTY:other,2,17
3308,Vad kallas ett av de språk som Sioux talar?,ENTY:lang,2,15
3309,Hur många bytes finns i en terabyte?,NUM:count,3,38
3310,"Vem sjöng låten ""Hooked on a Feeling"" i det dansande-baby-avsnittet av ""Ally Mcbeal""?",HUM:ind,5,30
3311,På vilka sätt stödde Ivan IV rysk expansion?,ENTY:techmeth,2,24
3312,Ungefär hur mycket väger en tesked materia i ett svart hål?,NUM:weight,3,49
3313,Vilket lands flagga är fältgrön?,LOC:country,4,33
3314,Vilken sport är känd för huliganer?,ENTY:sport,2,21
3315,Vem var Columbia Pictures-chefen som förfalskade skådespelaren Cliff Robertsons namn på en check på 1000 $?,HUM:ind,5,30
3316,Vem var Damocles?,HUM:desc,5,28
3317,Vilken sport var den första som sändes i USA?,ENTY:sport,2,21
3318,Namnge Dondis adoptivfarfar.,HUM:ind,5,30
3319,När var kongressen i Wien?,NUM:date,3,39
3320,"Vad är texten till ""Smelly Cat""?",DESC:desc,0,3
3321,Hur mycket folsyra ska en gravid kvinna få varje dag?,NUM:count,3,38
3322,Vilket år tillverkades den första bilen?,NUM:date,3,39
3323,Hur många kolonier fick Tyskland behålla efter första världskriget?,NUM:count,3,38
3324,"Hur många stater har en ""citronlag"" för nya bilar?",NUM:count,3,38
3325,Vems biografi av Maurice Zolotow heter Shooting Star?,HUM:ind,5,30
3326,Vilka konserter hålls i New York den här veckan?,ENTY:event,2,12
3327,"I filmen Groundshog Day, vad heter karaktären som spelas av Andie MacDowell?",HUM:ind,5,30
3328,Vilka är kraven för att bli medborgare i Australien?,DESC:desc,0,3
3329,Hur gammal är Benny Carter?,NUM:period,3,45
3330,Vilka är de topp tio NFL-lag på att tjäna pengar all-time?,HUM:gr,5,29
3331,Vad var håriga sedlar i pälshandeln?,ENTY:other,2,17
3332,Var kan jag läsa om Chiang Kai-shek?,LOC:other,4,35
3333,Vad är idealab!?,DESC:def,0,2
3334,Vilket land gränsar mest till andra?,LOC:country,4,33
3335,Vad står E för i ekvationen E = mc2?,ABBR:exp,1,1
3336,"Vilken flod rinner genom Colorado, Kansas och Oklahoma?",LOC:other,4,35
3337,Vilket flygplan kapade Fawaz Younis?,ENTY:veh,2,26
3338,Vad är Win Rah?,DESC:def,0,2
3339,Varför är månen olika storlekar och färger?,DESC:reason,0,5
3340,"Vilket college upplivar Hanover, New Hampshire?",HUM:gr,5,29
3341,Vad står VCR för?,ABBR:exp,1,1
3342,Hur nära en kusin var Franklin D. till Theodore Roosevelt?,DESC:manner,0,4
3343,Namnge en roman skriven av John Steinbeck.,ENTY:cremat,2,9
3344,Vem var den första amerikanska medborgaren som tilldelades Albert Medal of the Society of Arts?,HUM:ind,5,30
3345,Vilken läkare är synonym med skor och fotvård?,HUM:ind,5,30
3346,Hur flyter båtar?,DESC:manner,0,4
3347,"Vilka är skostorlekarna för O'Neal, Jordan och Mutombo, NBA-spelarna?",NUM:other,3,43
3348,Vem grundade Unification Church?,HUM:ind,5,30
3349,Hur många nollor finns det i en biljon?,NUM:count,3,38
3350,"Vad hette Krim-mötet mellan Roosevelt, Churchill och Stalin?",ENTY:event,2,12
3351,Vad kallas de enda spelarna som är berättigade att göra poäng i Roller Derby?,HUM:title,5,31
3352,Vad är statistiken för berusade förare i Maryland?,NUM:other,3,43
3353,Vilken misslyckad amerikansk general drog en bullterrier som heter Willie genom andra världskriget?,HUM:ind,5,30
3354,Vad är poängen för en basebollmatch som ges upp?,NUM:other,3,43
3355,Varifrån kommer tuberkulos?,LOC:other,4,35
3356,Vem uppfann gräsklipparen?,HUM:ind,5,30
3357,Var kan jag hitta texter till R&B?,LOC:other,4,35
3358,Vad heter David Lettermans hund?,ENTY:animal,2,6
3359,Vilken amerikansk senator spelade en gång basket för New York Knicks?,HUM:ind,5,30
3360,Vad är titlarna på några R-Rated Sony Playstation-spel?,ENTY:sport,2,21
3361,Vilket spelkort symboliserar döden?,ENTY:symbol,2,23
3362,Vad är en urban legend?,DESC:def,0,2
3363,Vad är Li'l Abners efternamn?,HUM:ind,5,30
3364,Hur många frihetsklockor har det funnits?,NUM:count,3,38
3365,Vilka två länder skiljs åt av Beringsundet?,LOC:country,4,33
3366,Vad är Smartnet?,DESC:def,0,2
3367,Vad är en synonym för aspartam?,ENTY:termeq,2,25
3368,Jackson Pollock är av vilken nationalitet?,LOC:country,4,33
3369,"Vad är vermicilli, rigati, zitoni och tubetti?",DESC:def,0,2
3370,"Namnge produkten som är ""hos din livsmedelsbutik, till hands.""",ENTY:product,2,19
3371,"Vilken arkitekt gav upphov till glashuset, designade Chicago Federal Center, hade en filosofi om ""less is more"", och producerade planer som var föregångaren till ranchhuset i Kalifornien?",HUM:ind,5,30
3372,Hur många ryssar har landat på månen?,NUM:count,3,38
3373,Vad fick smaklökar att rysa till först - Snickers eller 3 musketerer?,ENTY:food,2,13
3374,Vilket djur kommer buffelvingar från?,ENTY:animal,2,6
3375,Vad är syftet med SysRq-tangenten på mitt datortangentbord?,DESC:reason,0,5
3376,När fick Franklin D. Roosevelt polio?,NUM:date,3,39
3377,Hur får du reda på vad som är tillåtet att ansöka som ett bidrag för inkomstskatt?,DESC:manner,0,4
3378,Hur bygger man en solbil för ett gymnasieexperiment?,DESC:manner,0,4
3379,Var på Internet kan jag få kemikalieimportörer?,LOC:other,4,35
3380,Vilket var det första landet som satte en andra kvinna i rymden?,LOC:country,4,33
3381,Vad var John Gabel Entertainer med 24 skivor det första exemplet på 1960?,ENTY:other,2,17
3382,Vad är det feodala systemet?,DESC:def,0,2
3383,Vem delade en lägenhet i New York City med Roger Maris året då han slog 61 home runs?,HUM:ind,5,30
3384,Vad är den geografiska termen för en kontinents nedsänkta kant?,ENTY:termeq,2,25
3385,"Vilket fängelse finns i Ossining, New York?",LOC:other,4,35
3386,Vilket land har förklarat en femtedel av sitt territorium förbjudet för ryssar?,LOC:country,4,33
3387,Vilken är den huvudsakliga tillämpningen av natriumhydrosulfit?,DESC:desc,0,3
3388,Nämn berättelsen av Chris Van Allsburg där en pojke försöker bli en stor sjöman?,ENTY:cremat,2,9
3389,Vilka är komponenterna i polyester?,ENTY:other,2,17
3390,"Vilken produkt har en groda som säger ""dig'em""?",ENTY:product,2,19
3391,Vem är chefen för mellanstatliga frågor i San Diego County?,HUM:ind,5,30
3392,Vilken Hall of Fame-kastare startade tre World Series-spel för New York Yankees 1962?,HUM:ind,5,30
3393,Vilken är den längsta floden i USA?,LOC:other,4,35
3394,Vad står kanalen ESPN för?,ABBR:exp,1,1
3395,Vilken flod ligger Windsor Castle på?,LOC:other,4,35
3396,Vilket är det bästa varumärket för en bärbar dator?,ENTY:product,2,19
3397,"Var ligger Natchitoches, Louisiana?",LOC:other,4,35
3398,Vad betyder spetsiga bokstäver för en handskriftsanalytiker?,DESC:def,0,2
3399,Vilket politiskt parti är Sinn Fein en del av?,HUM:gr,5,29
3400,Vad kallades Franklin Roosevelts program för ekonomisk återhämtning under den stora depressionen?,ENTY:event,2,12
3401,Vad är namnet på en grekisk gud?,HUM:ind,5,30
3402,Vad är huvudstaden i Taiwan?,LOC:city,4,32
3403,Vad började engelsmannen John Hawkins sälja till New World-kolonister 1562?,ENTY:other,2,17
3404,Vad är startlönen för nystartade advokater?,NUM:money,3,41
3405,Vad hette mannen som dödades i en duell med Aaron Burr?,HUM:ind,5,30
3406,Vad uppfann Louis Cartier för flygaren Santos Dumont 1940?,ENTY:other,2,17
3407,Hur kommer gasavgiften i Kalifornien att bli år 2000?,NUM:money,3,41
3408,Vilken stad betjänas av Tempelhol Airport?,LOC:city,4,32
3409,Vem regisserade den första Woody Woodpecker-tecknade filmen?,HUM:ind,5,30
3410,CNN är en förkortning för vad?,ABBR:exp,1,1
3411,Vad är ursprunget till namnet Igor?,DESC:desc,0,3
3412,Vilken var den första Gilbert- och Sullivan-operan?,ENTY:cremat,2,9
3413,"Vilka två historiska figurer, som kämpade med varandra i en berömd strid, har var och en en mat uppkallad efter sig?",HUM:ind,5,30
3414,Var i USA bor människor längst?,LOC:other,4,35
3415,Vilket land 1998 hade flest självmord oavsett befolkningsstorlek?,LOC:country,4,33
3416,Vad är priset för tuberkulosläkemedel?,NUM:money,3,41
3417,Vad var den första minimilönen?,NUM:money,3,41
3418,Vad är skillnaden mellan ett college och ett universitet?,DESC:desc,0,3
3419,Vilket ämne gav Joseph Priestley namn för sin förmåga att radera pennmärken?,ENTY:substance,2,22
3420,"Vilka är gränserna för ""självförsvar?""",DESC:desc,0,3
3421,Hur kan jag få min produkt licensierad av NBA?,DESC:manner,0,4
3422,"Vilken snabbmat tillagas med en ""hemlig blandning av 11 örter och kryddor?""",ENTY:food,2,13
3423,Vilken effekt har ett prisma på ljus?,DESC:desc,0,3
3424,Hur många bodde i Nebraska i mitten av 1900-talet?,NUM:count,3,38
3425,Vad är piratkopiering av programvara?,DESC:def,0,2
3426,Vilket år släpptes Janet Jacksons första album?,NUM:date,3,39
3427,Hur beräknar man förändringen i entalpi av en kemisk reaktion?,DESC:manner,0,4
3428,"Namnet på hjältinnan i ""Skruplar""?",HUM:ind,5,30
3429,Hur många filmer har Drew Barrymore varit i?,NUM:count,3,38
3430,Vilken TV-karaktär fick en häst som heter Thunder?,HUM:ind,5,30
3431,Vad är några barnrättigheter?,DESC:desc,0,3
3432,Vad heter planeten som Ewoksna lever på?,LOC:other,4,35
3433,Vilken basebollspelare var känd som Charley Hustle?,HUM:ind,5,30
3434,Vem dödade Lee Harvey Oswald?,HUM:ind,5,30
3435,Vad är symbolen för stjärntecknet Tvillingarna?,ENTY:symbol,2,23
3436,Vem var Red Grange?,HUM:desc,5,28
3437,Vilket hockeylag spelade Wayne Gretzky för?,HUM:gr,5,29
3438,Vilken serie rättegångar följde andra världskriget?,ENTY:event,2,12
3439,Vilken Ivy League-skola spelar sina hemmamatcher på Palmer Stadium?,HUM:gr,5,29
3440,Vem uppfann faxmaskinen?,HUM:ind,5,30
3441,Hur bred är Atlanten?,NUM:dist,3,40
3442,Hur renas grundämnet strontium?,DESC:manner,0,4
3443,Vad kallades den åttonde dagen efter Nones i varje månad i den romerska kalendern?,ENTY:termeq,2,25
3444,"Vem skrev dikten som börjar ""Jag älskar dina läppar när de är våta av vin och röda av en varm önskan""?",HUM:ind,5,30
3445,Vilken sångares temasång var When the Moon Comes over the Mountain?,HUM:ind,5,30
3446,Hur reser Peabody och Sherman genom tiden?,DESC:manner,0,4
3447,Vem var Santos-Dumont?,HUM:desc,5,28
3448,Hur många meter är det på en mil?,NUM:count,3,38
3449,Vad är en rädsla för pengar?,ENTY:dismed,2,11
3450,Ungefär hur många soldater dog under andra världskriget?,NUM:count,3,38
3451,Vem är Rockys och Bullwinkle förlorade vän?,HUM:ind,5,30
3452,Vem är Robin Williams?,HUM:desc,5,28
3453,Vem trodde att han aldrig skulle se en dikt så underbar som ett träd?,HUM:ind,5,30
3454,"Vem skapade ""The Muppets""?",HUM:ind,5,30
3455,Hur gör man dumplings?,DESC:manner,0,4
3456,Vilken himmellegeme har en diameter på 864 000 mil?,LOC:other,4,35
3457,Operativsystemet som körs på IBM-kompatibla maskiner heter vad?,ENTY:termeq,2,25
3458,Vilken var polisavdelningen i Ventura County som beslagtagit länets största mängd kokain någonsin?,HUM:gr,5,29
3459,Vad heter Family Circus hund?,ENTY:animal,2,6
3460,Vad postade Martin Luther på kyrkodörren i Wittenberg?,ENTY:other,2,17
3461,Vad betyder namnet Kathryn?,DESC:def,0,2
3462,Namnge en av hinduismens största gudar.,HUM:ind,5,30
3463,Vilket land gränsar Danmark i söder?,LOC:country,4,33
3464,Vad ska du göra för en vrickad fotled?,DESC:desc,0,3
3465,Vad sjönk 1313 fot 1980?,ENTY:other,2,17
3466,Vad heter vaccinet mot vattkoppor?,ENTY:dismed,2,11
3467,Vilka två amerikanska biokemister vann Nobelpriset i medicin 1992?,HUM:ind,5,30
3468,Vilket skivbolag bildades av Herb Alpert och Jerry Moss?,HUM:gr,5,29
3469,Var hittar du svaren på alla dessa frågor?,LOC:other,4,35
3470,Vad är termisk jämvikt?,DESC:def,0,2
3471,"Vad är en term för beteende, utseende eller uttryck som strider mot de accepterade normerna för sexuell moral?",ENTY:termeq,2,25
3472,Vilken snabbmatsmagnats initialer prydde San Diego Padres baseballuniformers vänstra ärm 1984?,HUM:gr,5,29
3473,"Vad är ursprunget till typsättningen ""Nu är det dags för alla goda män att hjälpa sitt land""?",DESC:desc,0,3
3474,Hur många nervceller finns i den mänskliga hjärnan?,NUM:count,3,38
3475,Vad är en rädsla för reptiler?,ENTY:dismed,2,11
3476,Vad publicerar Knight Ridder?,ENTY:cremat,2,9
3477,Vilken stad ligger KDGE Radio i?,LOC:city,4,32
3478,Vad kan man se i Reims?,ENTY:other,2,17
3479,Hur bestäms en bödel?,DESC:manner,0,4
3480,Vilken stad mördades Bobby Kennedy i?,LOC:city,4,32
3481,Vad är det högsta möjliga budet i Contract Bridge?,ENTY:other,2,17
3482,Vad är det medicinska tillståndet för högt blodtryck?,DESC:def,0,2
3483,Vilket museum i London har en Chamber of Horrors?,LOC:other,4,35
3484,Vilken stad betjänas av McCarren Airport?,LOC:city,4,32
3485,Hur många sjöar finns det på jorden?,NUM:count,3,38
3486,Vad är Doegs?,DESC:def,0,2
3487,Vem mer övervägdes för rollen som Luke Skywalker när George Lucas rollsatte till Star Wars?,HUM:ind,5,30
3488,Hur länge lever en fluga?,NUM:period,3,45
3489,Vilka två stora världsreligioner började i Indien?,ENTY:religion,2,20
3490,Hur många pund är det på sten?,NUM:weight,3,49
3491,Vilken typ av förgiftning kallas plumbism?,ENTY:dismed,2,11
3492,"Vad är den största källan till ""vit"" magi i Marvel Universe?",ENTY:other,2,17
3493,Hur hittar jag om mina släktingar var på tårspåret?,DESC:manner,0,4
3494,Vilken mängd folsyra ska en blivande mamma ta dagligen?,NUM:other,3,43
3495,Hur väljer man vin?,DESC:manner,0,4
3496,Vem var kungen som undertecknade Magna Carta?,HUM:ind,5,30
3497,"Hur många mil är det från Frankfurt, Tyskland till Salzburg, Österrike?",NUM:count,3,38
3498,Hur många stolar visas i Vincent Van Goghs 1880-konstverk The Artist's Room in Arles?,NUM:count,3,38
3499,Vad är rädsla för stick?,ENTY:dismed,2,11
3500,Jude Law var i vilken film?,ENTY:cremat,2,9
3501,Vilken stat vid Mexikanska golfen har sin lägsta punkt fem meter under havsytan?,LOC:state,4,36
3502,Vad hette Robert Fultons mest kända ångbåt?,ENTY:veh,2,26
3503,Var hittar jag ett ärende om Americans with Disabilities Act of 199?,LOC:other,4,35
3504,Vem är Indiens ledare?,HUM:ind,5,30
3505,Vem är den profet som är mest kopplad till Döda havet?,HUM:ind,5,30
3506,Vilka är chanserna för graviditet om penis inte tränger in i slidan?,NUM:perc,3,44
3507,Vad är infomatics?,DESC:def,0,2
3508,Vad är syftet med BIOS?,DESC:reason,0,5
3509,Var är Keck-teleskopet?,LOC:other,4,35
3510,Vad heter barnshowen från Canadian Public TV med den sjungande ananasen?,ENTY:cremat,2,9
3511,"Var ligger lägenheterna i Saint John, New Brunswick?",LOC:other,4,35
3512,"Vem skrev ""The Pit and the Pendulum""?",HUM:ind,5,30
3513,Vilket land ägde Mau Mau-upproret rum i?,LOC:country,4,33
3514,Vad är några bra medicinska webbplatser för information?,LOC:other,4,35
3515,Vad stjäl en återuppståndare?,ENTY:other,2,17
3516,Varför lämnade advokatbyrån Shea & Gould Los Angeles?,DESC:reason,0,5
3517,Vilken är den bästa konst- och designskolan i världen?,HUM:gr,5,29
3518,Vilka två grönsaker kombineras i succotash?,ENTY:food,2,13
3519,Vem är Incredible Hulk i verkligheten?,HUM:ind,5,30
3520,Vad står NASA för?,ABBR:exp,1,1
3521,Vilken smittsam sjukdom dödar flest människor världen över?,ENTY:dismed,2,11
3522,Vilken månad sjönk Edmund Fitzgerald?,NUM:date,3,39
3523,Vilka tillverkare finns det i Texas?,HUM:gr,5,29
3524,Vilka är Mexikos och Indonesiens presidenter?,HUM:ind,5,30
3525,Vem spelade Al Jolson i Jolson Story?,HUM:ind,5,30
3526,Vad är en gris i en poke?,DESC:def,0,2
3527,Var hölls sommar-OS 1996?,LOC:other,4,35
3528,Var ligger Las Vegas?,LOC:other,4,35
3529,Namnge det land Honecker bodde i.,LOC:country,4,33
3530,Vilken amerikansk stat ligger Finger Lakes i?,LOC:state,4,36
3531,Vad är en cullion?,DESC:def,0,2
3532,Vilka är de tio säkraste amerikanska städerna för fotgängare?,LOC:city,4,32
3533,Vilken tv-detektiv spelade Craig Stevens?,HUM:ind,5,30
3534,Vilka är de vanligaste dödsorsakerna i USA?,DESC:reason,0,5
3535,Var kan jag hitta en bild av en Blue Meanie?,LOC:other,4,35
3536,Vilket universitet sparkade Angela Davis?,HUM:gr,5,29
3537,Vilken amerikansk stat lämnar Continental Divide för Kanada?,LOC:state,4,36
3538,Under de senaste åtta åren vilka har MVP-spelarna för NHL varit?,HUM:ind,5,30
3539,"Vilken typ av firande, rädsla, fanns det 999 e.Kr.",ENTY:other,2,17
3540,Vem spelade Emperor Palpatine i Star Wars?,HUM:ind,5,30
3541,Vad heter Wilkes-plantagen i Gone with the Wind?,LOC:other,4,35
3542,"Varför är universum platt, om det började med en explosion, borde det inte vara en sfär?",DESC:reason,0,5
3543,Var är USA:s statistiska sammanfattning online?,LOC:other,4,35
3544,Vad är barnstorming?,DESC:def,0,2
3545,Vilket är det dummaste tama djuret?,ENTY:animal,2,6
3546,Vilken betydelse hade Magellan?,DESC:desc,0,3
3547,När byggdes Brandenburger Tor i Berlin?,NUM:date,3,39
3548,Vad måste jag göra för att få bra betyg i skolan?,DESC:manner,0,4
3549,Vems män har inkluderat Conrad Hilton Jr. och Michael Wilding?,HUM:ind,5,30
3550,"Vad står siffran ""5"" för på FUBU-kläder?",ABBR:abb,1,0
3551,Vem är kung i Alley Oops hem för Moo?,HUM:ind,5,30
3552,Vilka fyra smaker kan en människa skilja på?,ENTY:food,2,13
3553,"Vilket är ""flygbolaget byggt för professionella resenärer""?",HUM:gr,5,29
3554,Vilka två fartyg utkämpade den första sjöstriden mellan järntäckta fartyg?,ENTY:veh,2,26
3555,Hur mycket av silverproduktionen tillverkas av oberoende silversmeder?,NUM:count,3,38
